1449389627|The Myths of Innovation|Scott Berkun|14.99|9.99
6019734594|Myths|Alexander Eliot|451.9|271.14
0883362724|Myths|Tana Reiff|619.63|371.778
0810971445|Myths|Lucia Impelluso|782.92|469.752
5856816835|Myths|Sukumari Bhattacharji|847.26|508.356
1589800478|Myths of American slavery|Walter Donald Kennedy|24.95|14.72
0517588374|Classic Myths to Read Aloud|William F. Russell|9.99|9.99
0553212419|Sherlock Holmes, the complete novels and stories|Sir Arthur Conan Doyle|2.99|2.99
0895310554|Sherlock Holmes|Sir Arthur Conan Doyle, Sir|893.62|536.172
7471182914|Adventures of Sherlock Holmes|Sir Arthur Conan Doyle|770.92|462.552
1555045383|Sherlock Holmes|Sir Arthur Conan Doyle|950.04|570.024
8184772688|Sherlock Holmes: His Last Bow|Sir Arthur Conan Doyle|196.24|117.744
1437781377|Sherlock Holmes|Sir Arthur Conan Doyle|731.29|438.774
1853757047|Sherlock Holmes|Sir Arthur Conan Doyle|650.19|390.114
1593080344|The complete Sherlock Holmes|Sir Arthur Conan Doyle|652.98|391.788
0312378467|Sherlock Holmes: The American Years|Michael Kurland|12.99|12.99
0802143253|Sherlock Holmes|Nick Rennison|11.0|8.8
0306464071|Humor|Herbert M. Lefcourt|79.95|63.96
1449060692|Humor|Phd Paul McGhee|718.39|431.034
0822311739|On humor|Louis J. Budd|990.02|594.012
9508382308|Humor|Frank J. MacHovec|535.14|321.084
012372564X|The psychology of humor|Rod A. Martin|77.95|62.36
1581152469|Design humor|Steven Heller|21.95|13.17
0874254000|Humor works|John Morreall|24.95|14.72
9295688520|On humor|Luigi Pirandello|485.99|291.594
7540308148|Humor|Stephen Leacock|934.78|560.868
3210934947|Humor|john smith|991.38|594.828
0671693727|Outdoors|Nelson Bryant|499.27|299.562
0312267223|The Complete Outdoors Encyclopedia|Vin T. Sparano|162.59|97.554
6955448479|Outdoors|Ernest McGaffey|698.02|418.812
7575558464|Outdoors|Diarmuid Gavin|19.97|11.982
0974082023|Camping & Wilderness Survival|Paul Tawrell|491.72|295.032
0531171825|Outdoors|Pete Sanders|154.29|92.574
0749693398|Outdoors|Sue Barraclough|381.97|229.182
1148939075|Outdoors|Boston Pope Mfg. Co.|827.56|496.536
0954661818|Outdoors|Bailey Ferry|707.83|424.698
0415412102|Playing and learning outdoors|Jan White|27.95|15.37
049556902X|World History|William J. Duiker|42.55|25.53
1558761365|World history|Steven Adams|758.42|455.052
3431156553|World history|Hutton Webster|66.28|39.768
0495902918|The Essential World History, Volume 1: To 1800|William J. Duiker|654.68|392.808
1840844450|World History|Irving L. Gordon|268.84|161.304
0415582741|World History|Peter N. Stearns|19.95|9.99
0134359151|World History|Elisabeth Gaynor Ellis|686.39|411.834
1405447664|World History|Jeremy Black|166.95|100.17
0139638857|World history|Burton F. Beers|797.62|478.572
0534574408|World history|Jiu-Hwa Lo Upshur|18.62|11.172
0765307596|Eastern standard tribe|Cory Doctorow|953.02|571.812
1587612259|Eastern body, Western mind|Anodea Judith|639.21|383.526
1935149474|Eastern Inferno|Christine Alexander|16.99|9.99
0520073088|Near Eastern seals|Dominique Collon|540.25|324.15
0195221915|Eastern religions|Michael David Coogan|610.32|366.192
1572333324|Eastern Band Cherokee women|Virginia Moore Carney|444.0|266.4
0822203472|Eastern Standard|Richard Greenberg|145.93|87.558
1603441212|The Eastern Screech Owl|Frederick R. Gehlbach|24.95|14.72
0470399082|Frommer's Eastern Europe|Ryan James|16.99|16.99
0762711000|Fishing Eastern New York|Spider Rybaak|14.64|8.784
1583402551|Advertising|Julian Petley|369.3|221.58
0273634356|Advertising|Frank Jefkins|757.91|454.746
0415251257|Advertising|Iain MacRury|30.95|17.02
1741755999|Advertising and the Mind of the Consumer|Max Sutherland|728.38|437.028
0415544661|Advertising|Andy Tibbs|770.85|462.51
0856607061|Advertising|Trotman Publishing|150.12|90.072
0130477222|Advertising|William Wells|486.65|291.99
6128728877|Advertising|John Lee Mahin|129.27|77.562
4219582804|Advertising|Harry Tipper|311.76|187.056
0199568928|Advertising|Winston Fletcher|8.95|7.52
0521479584|The military revolution|Geoffrey Parker|260.53|156.318
0813344395|Military Leadership|Robert L. Taylor|38.0|30.4
0691128022|Military power|Stephen Biddle|49.5|39.1
1583412646|The Military|Jennifer Fandel|777.71|466.626
1592139582|A Moral Military|Sidney Axinn|27.95|15.37
0520242386|Modernizing China's military|David L. Shambaugh|26.95|14.55
0811473538|The military|Eloise Paananen|130.82|78.492
0415956889|Counseling Military Families|Lynn Karen Hall|32.5|17.88
0896892964|Mauser Military Rifles of the World|Robert W. D. Ball|49.99|39.49
1590183983|Military|Sheri Bell-Rehwoldt|496.41|297.846
0631193324|The New Age movement|Paul Heelas|183.35|110.01
0748615326|New age|Daren Kemp|945.24|567.144
0791438546|New Age religion and Western culture|Wouter J. Hanegraaff|31.95|17.25
0877845689|Unmasking the new age|Douglas R. Groothuis|190.9|114.54
9004153551|Handbook of New Age|Daren Kemp|916.93|550.158
2009667218|New age|john smith|963.68|578.208
0415242991|Children of the New Age|Steven Sutcliffe|35.95|19.77
0500285160|The new age|Nevill Drury|987.89|592.734
0310704316|New Age Movement|Ron Rhodes|72.03|43.218
7916910078|New age|Leonard Jacobson|62.93|37.758
0226284182|Legal writing in plain English|Bryan A. Garner|688.23|412.938
1413310524|Legal research|Stephen Elias|49.99|39.49
0292746881|Expert legal writing|Terri LeClercq|19.95|9.99
0415487153|Legal English|Rupert Haigh|41.95|31.88
1449928641|Legal Project Management|Steven B. Levy|162.01|97.206
0226803031|Legal Language|Peter M. Tiersma|588.98|353.388
1413308562|Every Landlord's Legal Guide|Marcia Stewart|778.43|467.058
1584281944|Legal Handbook for Photographers|Bert P. Krages|897.88|538.728
0691150141|Legal Accents, Legal Borrowing|James L Nolan|24.95|14.72
082031532X|Legal transplants|Alan Watson|301.08|180.648
4666856437|Hunting|Henry Charles FitzRoy Somerset Beaufort (Duke of)|805.74|483.444
0811725855|Deer & Deer Hunting: The serious hunter's guide|Robert Wegner|19.95|9.99
140346118X|Hunting|Joan Lewis|968.11|580.866
1440050074|Hunting|john smith|518.1|310.86
1599289601|Hunting|Adam G. Klein|20.52|9.99
0823937607|Hunting|Jack Weaver|532.1|319.26
1557092060|Hunting, Fishing and Camping|Leon Leonwood Bean|867.95|520.77
9784766505|Hunting|John Otho Paget|725.25|435.15
7906791405|Hunting sketches|Anthony Trollope|247.36|148.416
1425938183|Deer Hunting 101|David B. Pruet|911.48|546.888
2695885292|Canadian|john smith|589.77|353.862
1442601213|Canadian Politics|James Bickerton|229.96|137.976
1550227572|The Canadian in America|Brian D. Wruk|11.95|9.56
1550022768|The Canadian style|Canada. Translation Bureau|875.6|525.36
0470736828|Canadian Family Law|Malcolm C. Kronby|19.99|19.99
0776605992|The Canadian modernists meet|Dean Jay Irvine|667.98|400.788
047015375X|The Canadian Snowbird Guide|Douglas Gray|17.99|17.99
1841769851|Canadian Airborne Forces Since 1942|Bernd Horn|797.35|478.41
1550026089|Inside Canadian intelligence|Dwight Hamilton|144.86|86.916
0075603691|Canadian copyright law|Lesley Ellen Harris|239.12|143.472
4553392882|Miscellanea II|Serge L. Levitsky|311.63|186.978
6585362741|Miscellanea|George Ginsburgs|544.02|326.412
5701758664|Miscellanea|Martin John Spalding|351.08|210.648
8380793731|Miscellanea|Sir William Temple|285.74|171.444
5869669821|the ladies' companion, and monthly magazine|john smith|59.96|35.976
7663002433|Maritime Tel Michal and Apollonia|Eva Grossmann|894.83|536.898
7165782819|Miscellanea|Surtees Society|210.01|126.006
9062036066|Miscellanea Slavica|B. J. Amsenga|983.5|590.1
9569646165|Miscellanea Aulica|Thomas Brown|374.15|224.49
646590994|Miscellanea Scotica|john smith|245.03|147.018
6133617381|Folio Society|Frederic P Miller|77.25|46.35
0747520526|Folio Society|Bloomsbury Publishing Plc|101.87|61.122
494592479|The Folio Society|john smith|761.86|457.116
0520243404|The Silk Road|Frances Wood|597.69|358.614
678683418|American history|john smith|290.67|174.402
2431516187|New statesman society|john smith|227.02|136.212
7038946435|The Penrose annual|john smith|520.44|312.264
8067314674|Early American life|Early American Society|21.01|12.606
8959572927|The New York times book review|john smith|828.54|497.124
5464414441|Introductions to Shakespeare|Folio Society|749.4|449.64
1111342199|Western Civilization|Jackson J. Spielvogel|70.32|42.192
0896724239|The western|Jeffrey M. Wallmann|429.66|257.796
6984545385|The Western|James K. Folsom|697.33|418.398
8259261356|Under western eyes|Joseph Conrad|230.32|138.192
8461174209|The Western|Horace Hills Morgan|949.09|569.454
0415325056|History of western philosophy|Bertrand Russell|117.35|70.41
1586852485|Western shirts|Steven E. Weil|559.7|335.82
0415474736|Non-Western international relations theory|Amitav Acharya|49.95|39.46
1111342156|Western Civilization, Volume B|Jackson J. Spielvogel|194.03|116.418
0582437369|The western|David Lusted|602.72|361.632
1591140080|Farwell's rules of the nautical road|Craig H. Allen|505.92|303.552
7340794065|The Merchants' magazine and commercial review|Freeman Hunt|678.33|406.998
5617543857|Nautical Museum, Maritime Museum. Saint Michael Wharf, Dun Laoghaire|Adrian J. English|499.63|299.778
3632657641|Hearings|United States. Congress. Senate. Committee on Appropriations|146.55|87.93
0071419500|The Dictionary of Nautical Literacy|Robert McKenna|192.89|115.734
0792304586|The regime for the exploitation of transboundary marine fisheries resources|Ellen Hey|443.35|266.01
6153083457|Lawyers' reports annotated|john smith|247.3|148.38
6891536503|Decisions of Hon. Peleg Sprague, in admiralty and maritime causes, in the District Court of the United States for the District of Massachusetts|john smith|17.99|10.794
9246804460|The Federal cases|West Publishing Company|766.72|460.032
110506981|The nautical gazetteer; or, Dictionary of maritime geography|Nautical gazetteer|605.72|363.432
0805860886|Environmental Psychology|Paul A. Bell|812.83|487.698
0735588732|Environmental law|Steven Ferrey|884.17|530.502
0745627382|Environmental ethics|Robin Attfield|501.31|300.786
0534422500|Environmental science|George Tyler Miller|888.33|532.998
0471125881|Environmental organic chemistry|unicodeErrorHere|459.61|275.766
0470083050|Environmental engineering|Nelson Leonard Nemerow|135.8|81.48
0470404876|Environmental Health|Howard Frumkin|74.99|74.99
0763778907|Essentials of Environmental Health|Robert H. Friis|997.12|598.272
1559634170|Environmental justice|Bunyan I. Bryant|931.21|558.726
052158860X|Environmental toxicology|David A. Wright|716.77|430.062
0809235668|Handwriting analysis|Andrea McNichol|741.74|445.044
1569243468|The ABCs of Handwriting Analysis|Claude Santoy|734.74|440.844
1845571231|Handwriting Analysis|Vijaya Kumar|511.64|306.984
087877050X|Handwriting analysis|Karen Amend|171.2|102.72
0911012680|Handwriting analysis|Milton Newman Bunker|895.75|537.45
188292942X|Handwriting Analysis|Bart A. Baggett|462.29|277.374
1567183905|Handwriting analysis|P. Scott Hollander|573.33|343.998
2358042833|Handwriting analysis|Ruth R. Bruce|146.95|88.17
1113201932|Handwriting analysis|David Ord|461.94|277.164
0785805516|Handwriting Analysis|Chris Morgan|362.16|217.296
1557506450|The naval officer's guide|William P. Mack|366.34|219.804
1557504962|Naval camouflage 1914-1945|David L. Williams|511.3|306.78
0870213180|Introduction to naval architecture|Thomas Charles Gillmer|300.95|180.57
159114308X|German naval code breakers|Jak P. Mallmann Showell|379.3|227.58
0415214785|Naval warfare, 1815-1914|Lawrence Sondhaus|39.95|31.16
1419175327|The Naval War Of 1812|Theodore Roosevelt|47.1|28.26
1557503303|Naval ceremonies, customs, and traditions|Royal W. Connell|328.95|197.37
0738541222|Glenview Naval Air Station|Beverly Roberts Dawson|13.21|7.926
041535014X|Greek naval strategy and policy, 1910-1919|Zisis Fotakis|170.0|136.0
1591146585|Principles of naval weapon systems|Craig M. Payne|23.18|13.908
1403485496|Asia|Leila Merrell Foster|311.94|187.164
0836859111|Asia|Rob Bowden|31.21|18.726
5452499419|Asia|American Asiatic Association|863.17|517.902
0736854274|Asia|Adam R. Schaefer|906.34|543.804
0736833587|Asia|Mike Graf|471.08|282.648
0415315042|Asia.com|Kong-Chong Ho|54.95|43.41
4235371762|Asia|Augustus Henry Keane|205.64|123.384
9053569596|What about Asia?|Josine Stremmelaar|729.55|437.73
895463164|Asia|Ellsworth Huntington|101.31|60.786
0312293763|Asia|David Birch|87.69|52.614
1070989684|The reading teacher's book of lists|Edward Bernard Fry|971.85|583.11
0590454366|Cousins|Virginia Hamilton|440.49|264.294
2743748958|A comparison of books awarded prizes by adults and by children|Janet Hickman|146.06|87.636
0886879108|The world almanac and book of facts 2004|William A. McGeveran|610.19|366.114
0312427441|The Paris Review Interviews, IV|Salman Rushdie|9.99|9.99
0028661060|The college blue book|john smith|409.22|245.532
6334547689|Chosen for children|Library Association|232.29|139.374
8198602010|Proceedings|Chicago (Ill.). Board of Education|491.9|295.14
0028660110|The College blue book|Gale Group|935.11|561.066
0195181239|Losing the news|Alex S. Jones|344.21|206.526
0805819665|Suspense|Peter Vorderer|745.3|447.18
7788919873|Suspense|Henry Seton Merriman|236.1|141.66
0521823536|Suspense|Joseph Conrad|504.05|302.43
5490715900|Suspense|Isabel Ostrander|95.63|57.378
0892966246|Suspense|Parnell Hall|478.29|286.974
5749137480|Suspense|Hugh Stowell Scott|198.9|119.34
1460697043|Suspense|William M. Chan|861.2|516.72
0727857460|In Suspense|Peter Lovesey|360.64|216.384
0786412089|The suspense thriller|Charles Derry|24.99|14.74
7459448092|Suspense|Glenn Hughes|650.28|390.168
0745648843|Sociology|Anthony Giddens|978.6|587.16
074563379X|Sociology|Anthony Giddens|549.42|329.652
0495599018|Sociology|Jon M. Shepard|492.34|295.404
0840032048|Sociology|Joan Ferrante|756.59|453.954
0132051583|Sociology|John J. Macionis|548.0|328.8
0495598933|Sociology|Robert J. Brym|841.2|504.72
0495812234|Sociology|Margaret L. Andersen|571.52|342.912
1412961521|Sociology|David M. Newman|106.0|63.6
8933867020|Sociology|Anthony Giddens|385.02|231.012
0073404330|Sociology|T Schaefer Richard|542.23|325.338
0141323132|The Whopping Great Big Bonkers Joke Book|Puffin Books|190.98|114.588
1932897380|We Love Cosplay Girls|Muff Puffin|814.58|488.748
0140547126|There's a Nightmare in My Closet|Mercer Mayer|361.9|217.14
0602257794|New reading 360 teachers' resource book|Helena Rigby|692.6|415.56
1591580234|Talk about books!|Elizabeth Knowles|35.0|19.25
074874293X|Ourselves|Anne Pratt|317.27|190.362
0750708557|Young children's literacy development and the role of televisual texts|Naima Browne|52.95|42.36
0141324120|Mr Magorium's Wonder Emporium|Puffin Books|529.99|317.994
0141324147|Mahoney's magic|Mariah Balaban|847.8|508.68
185584124X|Well, I Wonder|Sally Schweizer|963.22|577.932
7209029377|Natural history|American Museum of Natural History|594.56|356.736
3300244681|Natural history|Pliny (the Elder.)|202.66|121.596
2447815065|Natural history|American Museum of Natural History|129.21|77.526
3725136837|Natural history|Chiswick Press|227.62|136.572
0743263758|Natural history|Neil Cross|853.0|511.8
1380136040|Natural history|Charles Knight|310.63|186.378
2895953369|Natural history|Sanborn Tenney|90.48|54.288
7453562819|Natural history|Juan Perucho|203.55|122.13
8083982152|Natural history|British Museum (Natural History)|252.14|151.284
6871086565|Natural history|Georges Louis Leclerc Buffon (comte de)|266.56|159.936
0415299330|Comedy|Andrew Stott|22.95|13.77
1582973571|Comedy writing secrets|Mel Helitzer|17.99|9.99
739521724|Comedy|T. G. A. Nelson|845.52|507.312
2556075528|The comedy|Dante Alighieri|442.17|265.302
0743201256|The comedy bible|Judy Carter|363.23|217.938
067401247X|The death of comedy|Erich Segal|720.03|432.018
296837572|Comedy|George Meredith|861.32|516.792
5503064052|Comedy|Morton Gurewitch|609.06|365.436
1903364353|Film comedy|Geoff King|743.37|446.022
0486411273|The divine comedy|Dante Alighieri|281.16|168.696
0822343312|How to be French|Patrick Weil|24.95|14.72
0767918592|French made simple|Eugene Jackson|404.64|242.784
1598696653|French|Alexis Munier|7.95|6.12
0743249941|French|Diane Rossen Worthington|887.19|532.314
1416531971|Words in a French Life|Kristin Espinasse|11.99|11.99
0071428070|The French way|Ross Steele|214.52|128.712
1843154412|French|Jill Duffy|975.78|585.468
1118053508|French For Dummies|Dodi-Katrin Schmidt|16.99|16.99
0141181532|French Provincial Cooking|Elizabeth David|14.99|14.99
0030282349|French|David M. Stillman|112.89|67.734
081173417X|Guide to Trapping|Jim Spencer|19.95|9.99
7844090435|Camp life in the woods and the tricks of trapping and trap making|William Hamilton Gibson|683.19|409.914
5116519606|Trapping|Harold McCracken|166.29|99.774
0954211782|Trapping|James A. Bateman|533.12|319.872
9491783723|Mink trapping|Arthur Robert Harding|487.77|292.662
1289169165|Trapping|Eva Williams|903.24|541.944
3088832672|My sixty years on the plains, trapping, trading, and Indian fighting|William Thomas Hamilton|250.43|150.258
5086209805|Science of trapping|Elmer Harry Kreps|137.95|82.77
0827379153|Trapping|Robin McAllister|771.67|463.002
1413423507|The Trapping|Anthony Vela|977.38|586.428
0822506920|Trains|Lee Sullivan Hill|284.46|170.676
1432902040|Trains|Chris Oxlade|412.59|247.554
0823406407|Trains|Gail Gibbons|712.88|427.728
0761455930|Trains|Patricia Hubbell|120.2|72.12
1583412603|Trains|John Hudson Tiner|762.45|457.47
1865095281|Trains|Ian Rohr|496.85|298.11
1608890171|Trains|James Lantos|507.85|304.71
0690045344|Trains|Byron Barton|856.33|513.798
0736867228|Trains|Matt Doeden|1.92|1.152
1591978300|Trains|Sarah Tieck|19.37|9.99
1405194464|Literary biography|Michael Benton|84.99|84.99
1570033455|On literary biography|John Updike|796.57|477.942
4319591884|The literary biography|Dale Salwak|458.6|275.16
5367054116|Literary biography|Leon Edel|367.35|220.41
9697429030|Literary biography|Richard Ellmann|393.96|236.376
7677749877|Literary biography|Helen Louise Gardner (Dame.)|283.12|169.872
0198182899|The art of literary biography|John Batchelor|568.75|341.25
1531778059|On literary biography|George Garrett|432.79|259.674
3447061413|Essays in Arabic Literary Biography 1850-1950|Roger Allen|820.36|492.216
0813921589|Vernon Lee|Vineta Colby|36.0|28.44
0590762508|Teaching Math With Favorite Picture Books|Judy Hechtman|898.31|538.986
0838908403|Picture books plus|Sue McCleaf Nespeca|40.0|31.2
0300084765|Inside Picture Books|Ellen Handler Spitz|829.37|497.622
0872879658|Picture books|Joyce Armstrong Carroll|240.3|144.18
0838907016|Picture books for children|Patricia J. Cianciolo|32.0|17.6
0439135168|Teaching Writing With Picture Books as Models|Rosanne Kurstedt|477.54|286.524
0815334869|How picturebooks work|Maria Nikolajeva|641.97|385.182
854081342|Picture books|Victoria and Albert Museum|217.38|130.428
1858561833|unicodeErrorHere|Penni Cotton|789.23|473.538
0415208866|Reading contemporary picturebooks|David Lewis|385.06|231.036
1930556306|Social studies|Barbara Slater Stern|704.37|422.622
0805824650|Social studies for the twenty-first century|Jack Zevin|68.95|55.16
0791469107|The social studies curriculum|E. Wayne Ross|31.95|17.25
0283988290|Social Studies|Fran Lebowitz|318.77|191.262
8181371674|Social Studies|john smith|547.81|328.686
5609593415|The social studies|American Historical Association|105.8|63.48
8181371682|Social Studies|john smith|928.18|556.908
2171349937|Social studies|Richard Heber Newton|899.62|539.772
0328017639|Social Studies|Candy Dawson Boyd|836.64|501.984
4108943976|Social studies|William P. Glade|752.44|451.464
0756503248|North Carolina|Ann Heinrichs|895.58|537.348
082254072X|North Carolina|Andrea Schulz|160.6|96.36
1558687440|North Carolina|George Humphries|395.53|237.318
510951772|North Carolina|Hugh Talmage Lefler|26.4|15.84
1410903095|North Carolina|Roberta Wiener|779.78|467.868
1596700572|North Carolina|Sports Publishing|642.39|385.434
1603540326|North Carolina|Federal Writers' Project (N.C.)|24.0|14.16
1435893948|North Carolina|Jason Glaser|15.95|9.99
143589491X|North Carolina|Kristi Lew|19.95|9.99
0836846311|North Carolina|Diane Mayr|742.61|445.566
0141188235|Americana|Don DeLillo|791.11|474.666
4036402512|The Americana|Frederick Converse Beach|325.87|195.522
4161204785|Americana|American Historical Company|554.67|332.802
